id,nama,namaKab,namaPartai,noUrut,originalFilename,stringJenisKelamin,dapil_id
268788,CUT FATNIAH,KOTA LHOKSEUMAWE,Partai Persatuan pembangunan,6,WhatsApp Image 2018-07-15 at 12.16.23.jpeg,Perempuan,2
269874,"PIPIH SOPIAH, SE",JAKARTA SELATAN,Partai Bulan Bintang,6,SKCK PIPIH.jpg,Perempuan,2
283249,"LISNAWATI GINTING, S.H.,M.H.",KOTA MEDAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,FOTO.jpg,Perempuan,2
14800,"Drs. ALI AMRAN TANJUNG, SH, M.Hum",KOTA MEDAN,Partai Bulan Bintang,1,ALI AMRAN TANJUNG.jpeg,Laki-Laki,3
50248,IR. H. TIFATUL SEMBIRING,JAKARTA PUSAT,Partai Keadilan Sejahtera,1,SUMUT1_TIFATUL SEMBIRING.jpg,Laki-Laki,3
76159,"MULFACHRI HARAHAP, SH.,MH",JAKARTA TIMUR,PARTAI AMANAT NASIONAL,1,PAS FOTO 4X6 MULFACHRI H.jpg,Laki-Laki,3
76170,Ir. RUDI ZULHAM HASIBUAN,KOTA MEDAN,Persatuan Indonesia,1,PHOTO_001.jpg,Laki-Laki,3
85476,"FAISAL, S.Kom",JAKARTA TIMUR,Partai Gerakan Perubahan Indonesia,1,FAISAL.jpg,Laki-Laki,3
93992,PRANANDA SURYA PALOH,JAKARTA SELATAN,Partai NasDem,1,PAS FOTO.jpg,Laki-Laki,3
101305,"ARIFIN SALEH, SP, MM-CSR",KOTA BOGOR,Partai Solidaritas Indonesia,1,foto.jpg,Laki-Laki,3
104187,"Drs. H. HASRUL AZWAR, MM",KOTA MEDAN,Partai Persatuan pembangunan,1,Fhoto.jpg,Laki-Laki,3
114596,"ROMO H.R. MUHAMMAD SYAFII, SH,.M.Hum.",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,1,fhoto 3x4..jpeg,Laki-Laki,3
119364,"BONARDO SINAGA, S.T.",KOTA MEDAN,Partai Keadilan dan Persatuan Indonesia,1,"BONARDO SINAGA, ST.jpg",Laki-Laki,3
135137,KODRAT SHAH,KOTA MEDAN,Partai Hati Nurani Rakyat,1,KODRAT SHAH.PNG,Laki-Laki,3
151392,"H.ABDUL WAHAB DALIMUNTHE, SH",KOTA MEDAN,PARTAI DEMOKRAT,1,"01-H.ABDUL WAHAB DALIMUNTHE, SH-croped.jpg",Laki-Laki,3
164933,"RAJAMIN SIRAIT, SE",KOTA MEDAN,PARTAI BERKARYA,1,Capture.JPG,Laki-Laki,3
213505,DITA INDAH SARI,JAKARTA SELATAN,Partai Kebangkitan Bangsa,1,E-FOTO WARNA 4X6_DITA INDAH SARI_SUMUT 1_001.jpg,Perempuan,3
264778,"YASONNA H. LAOLY, Ph.D",KOTA MEDAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,YASONNA LAOLY.jpg,Laki-Laki,3
295755,MEUTYA HAFID,JAKARTA TIMUR,Partai Golongan Karya,1,MEUTYA VIADA HAFID_3175090261280003_PAS FOTO 4X6.jpg,Perempuan,3
21235,"SAHRIL TUMANGGOR, S.E., S.H., M.H.",GRESIK,Partai Kebangkitan Bangsa,2,E_PAS PHOTO 4X6_SAHRIL TUMANGGOR_SUMUT 1.jpg,Laki-Laki,3
39340,"HOTBEN SINAGA, ST",KOTA TANGERANG SELATAN,Partai Solidaritas Indonesia,2,Hotben Sinaga foto.jpg,Laki-Laki,3
51453,"SUTIAS HANDAYANI, SE",KOTA MEDAN,Partai Keadilan Sejahtera,2,Bu Sutias 4x6.jpg,Perempuan,3
69158,dr.. NISHAL,JAKARTA UTARA,Partai Keadilan dan Persatuan Indonesia,2,nishal sumut 1 foto.jpg,Perempuan,3
70310,Dr. SOFYAN TAN,KOTA MEDAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,SOFYAN.jpg,Laki-Laki,3
76513,AMINULLAH SIAGIAN,JAKARTA TIMUR,Persatuan Indonesia,2,Untitled-1.jpg,Laki-Laki,3
121304,Ir. HUSNI HUSIN,KOTA MEDAN,Partai Gerakan Perubahan Indonesia,2,2982_010718_114434.jpg,Laki-Laki,3
123070,"IRJEN POL. (PURN) Drs. H. WISJNU AMAT S., SH",JAKARTA SELATAN,PARTAI BERKARYA,2,PAS FOTO.JPG,Laki-Laki,3
123549,"DR. IR. H. TENGKU ERRY NURADI, M.SI",KOTA MEDAN,Partai NasDem,2,Erry.jpg,Laki-Laki,3
130162,IBRAHIM SAKTI BATUBARA,KOTA MEDAN,PARTAI AMANAT NASIONAL,2,1.JPG,Laki-Laki,3
133340,"SITI JAMALIAH, SH",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,2,FOTO_20180711_0001.jpg,Perempuan,3
138999,"Drs. HERRI ZULKARNAIN, SH, M.Si",KOTA MEDAN,PARTAI DEMOKRAT,2,"02-DRS HERRI ZULKARNAIN, SH, M.SI.jpg",Laki-Laki,3
155397,"H.HASAN HUSAERI LUBIS, SH",JAKARTA TIMUR,Partai Persatuan pembangunan,2,PAS FOTO 4X6.jpg,Laki-Laki,3
174089,ROLEL HARAHAP,KOTA TANJUNG BALAI,Partai Golongan Karya,2,FOTO-ROLEL-HARAHAP.jpg,Laki-Laki,3
280462,Dra.. HJ. NOORBALQIS DRA,KOTA MEDAN,Partai Bulan Bintang,2,Hj. Noor Balqis. S.jpg,Perempuan,3
302764,"Drs. POTSDAM HUTASOIT, M.Si",JAKARTA SELATAN,Partai Hati Nurani Rakyat,2,13_2.jpg,Laki-Laki,3
20610,"ENDAH SRICAHYANI SUCIPTO, S.Pt.,M.Si.",JAKARTA TIMUR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,ENDAH SRICAHYANI.jpeg,Perempuan,3
44878,"DR. H. SYAFII SIREGAR, MA",KOTA MEDAN,Partai Kebangkitan Bangsa,3,E-FOTO 4X6_SYAFII SIREGAR_SUMUT 1.jpg,Laki-Laki,3
52517,"Drs. H. M. IDRIS LUTFI RAMBE, M.Sc",JAKARTA TIMUR,Partai Keadilan Sejahtera,3,SUMUT1_IDRIS LUTHFI.JPG,Laki-Laki,3
67502,HERTO TRYDE SIBARANI,KOTA MEDAN,Partai Solidaritas Indonesia,3,FOTO.jpg,Perempuan,3
114908,EDI KUSUMA,JAKARTA UTARA,PARTAI GERAKAN INDONESIA RAYA,3,FOTO_20180711_0001.jpg,Laki-Laki,3
135619,NILAM SURI,KOTA TANGERANG SELATAN,Partai Hati Nurani Rakyat,3,NILAM SURI.PNG,Perempuan,3
151723,"SUSILAWATI, SE, MM, MA, M.Si (HAN)",JAKARTA UTARA,PARTAI DEMOKRAT,3,"03-Susilawati, SE, MM, MA, MSI (HAN).jpg",Perempuan,3
164842,"ELEKTA SIANIPAR, S.Kom",KOTA TANGERANG,Partai Gerakan Perubahan Indonesia,3,FOTO.png,Perempuan,3
178659,"LAWRENCE T.P. SIBURIAN, S.H., M.H.",KOTA TANGERANG SELATAN,Partai Golongan Karya,3,Foto.jpg,Laki-Laki,3
182872,"LATIFAH HANUM SOFYAN, SE",JAKARTA BARAT,Partai NasDem,3,latifah-hanum.jpg,Perempuan,3
186694,DR.. MASRI SITANGGANG,DELI SERDANG,Partai Bulan Bintang,3,MASRI SITANGGANG.jpg,Laki-Laki,3
202841,"MISLAINI SUCI RAHAYU, MM., MSC., IR",KOTA MEDAN,PARTAI AMANAT NASIONAL,3,DSC_0992.jpg,Perempuan,3
211052,ALDANALIA DELVI,KOTA MEDAN,PARTAI BERKARYA,3,PAS FOTO - DPR RI - SUMUT 1 - 3. ALDANALIA DELVI.jpg,Perempuan,3
220979,ARIF NUGRAHA,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,3,foto arif.n.jpg,Laki-Laki,3
233433,DONNA PAULA,JAKARTA SELATAN,Persatuan Indonesia,3,DONNA 001.jpg,Perempuan,3
280243,VANIA ZENAIDHA HILARIO,KOTA DEPOK,Partai Persatuan pembangunan,3,Fhoto.jpg,Perempuan,3
19073,H. IRMADI LUBIS,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,IRMADI LUBIS.jpg,Laki-Laki,3
51902,"H. HARUN, SH, MH",KOTA MEDAN,Partai Kebangkitan Bangsa,4,E-PAS FOTO 4X6_H. HARUN_SUMUT 1.jpg,Laki-Laki,3
52810,"H. HIDAYATULLAH, SE.",KOTA MEDAN,Partai Keadilan Sejahtera,4,SUMUT1_HIDAYATULLAH.jpeg,Laki-Laki,3
75025,TOHA SAUT SITUMEANG,KOTA TANGERANG SELATAN,Persatuan Indonesia,4,PHOTO_001.jpg,Laki-Laki,3
133182,"EDWIN P. SITUMORANG, SH.,MH",KOTA DEPOK,Partai NasDem,4,9. Poto Edwin.jpg,Laki-Laki,3
136941,"ISKANDAR H. P. SITORUS, SH",JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,4,foto 3x4.jpg,Laki-Laki,3
146478,"AWALUDIN, SE, MSI.",KOTA MEDAN,Partai Hati Nurani Rakyat,4,AWALUDIN S.E M.Si.PNG,Laki-Laki,3
150494,Ir. M.SUBUR SEMBIRING,JAKARTA PUSAT,PARTAI DEMOKRAT,4,04-Ir. M. Subur Sembiring.jpg,Laki-Laki,3
155311,EKO MARHENDI J,KOTA MEDAN,Partai Solidaritas Indonesia,4,Pas Photo_.jpg,Laki-Laki,3
173707,"ROBI ANUGRAH MARPAUNG, S.H., M.H.",JAKARTA SELATAN,Partai Golongan Karya,4,PAS FOTO.jpg,Laki-Laki,3
179191,"M IRWANSYAH PUTRA, SE",KOTA MEDAN,Partai Persatuan pembangunan,4,Fhoto.jpg,Laki-Laki,3
194102,"M SAIFULLAH, ST",JAKARTA SELATAN,Partai Bulan Bintang,4,PN M SAIFULLAH.jpg,Laki-Laki,3
296250,"INDRA BUANA TANJUNG, SH",KOTA MEDAN,PARTAI AMANAT NASIONAL,4,Capture.JPG,Laki-Laki,3
301162,"BOBBY APRILIANO SYAM LUBIS, SE",KOTA MEDAN,PARTAI BERKARYA,4,Capture.JPG,Laki-Laki,3
22414,"MARDIANA BUGIS, S.E",JAKARTA TIMUR,Partai Kebangkitan Bangsa,5,E-Pas Photo 4X6_Mardiana Bugis_SUMUT 1.JPG,Perempuan,3
56419,Dr. R.DWI PANTJA WIBOWO,KOTA TANGERANG SELATAN,Partai Solidaritas Indonesia,5,Pasfoto Dwi Pantja Wibowo (SUMUT 1).jpg,Laki-Laki,3
90937,"EVI RISNA YANTI, SH",JAKARTA SELATAN,Partai Keadilan Sejahtera,5,foto evi risnayanti.jpeg,Perempuan,3
96984,"SA'DIAH, S.IP, M.Pd",JAKARTA SELATAN,Partai Bulan Bintang,5,SADI'AH.jpg,Perempuan,3
97605,"AHMAD ASWAN WARUWU, SE.,M.S.M",KOTA MEDAN,PARTAI AMANAT NASIONAL,5,AHMAD ASWAN WARUWU.jpg,Laki-Laki,3
114798,"M. HUSNI, SE",KOTA MEDAN,PARTAI GERAKAN INDONESIA RAYA,5,fhoto 3x4.jpeg,Laki-Laki,3
119974,DODY YUSUF WIBISONO,KOTA MEDAN,Persatuan Indonesia,5,DODY.jpg,Laki-Laki,3
120876,PERHIASEN TRIWATY BR GINTING,KARO,Partai NasDem,5,Pas Foto. - PERHIASEN TRIWATY BR GINTING.jpg,Perempuan,3
152422,Mayjen TNI Purn. MUHAMMAD NIZAM,KOTA BANDUNG,PARTAI DEMOKRAT,5,nizam foto1.jpg,Laki-Laki,3
175344,"H. ADLIN UMAR YUSRI TAMBUNAN, S.T., M.S.P.",KOTA MEDAN,Partai Golongan Karya,5,PAS POTO.jpg,Laki-Laki,3
178546,IKA WULANDARI,KOTA MEDAN,Partai Persatuan pembangunan,5,Fhoto.jpg,Perempuan,3
182960,"MURNI ABRIDAYANI NST, S.PDI",SERDANG BEDAGAI,PARTAI BERKARYA,5,IMG-20180702-WA0201_2_2.jpg,Perempuan,3
265133,"RAHMAT HIDAYAT, S.E.",KOTA MEDAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,RAHMAT HIDAYAT.jpg,Laki-Laki,3
302777,SRI RAHAYU,KOTA BEKASI,Partai Hati Nurani Rakyat,5,13_5.jpg,Perempuan,3
19279,"LIDYA OCTAVIANA SIANIPAR, S.H.",KOTA DEPOK,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,FOTO.jpg,Perempuan,3
119071,"ABDUL MANAF, S.Pd.I",DELI SERDANG,Partai Kebangkitan Bangsa,6,E-FOTO 4X6_ABDUL MANAF_SUMUT 1.jpg,Laki-Laki,3
135563,"IRWANSYAH, S.H., M.H.",KOTA MEDAN,Partai Keadilan Sejahtera,6,Pak Irwansyah 4x6.jpg,Laki-Laki,3
159722,MARIANA SIALLAGAN,JAKARTA PUSAT,Persatuan Indonesia,6,PHOTO_001.jpg,Perempuan,3
173802,"Ir. NETTY FARIDA SILALAHI, M.M.",KOTA TANGERANG SELATAN,Partai Golongan Karya,6,NETTY SILALAHI_3674030532090053_PAS FOTO 4X6.jpg,Perempuan,3
180954,FEDRIANSYAH LUBIS,KOTA MEDAN,Partai NasDem,6,Pas Foto - FEDRIANSYAH LUBIS.jpg,Laki-Laki,3
183126,KARINA DEWI HASIBUAN,KOTA MEDAN,Partai Solidaritas Indonesia,6,Foto.JPG,Perempuan,3
185262,"HJ. FATMAWATY, SH",DELI SERDANG,PARTAI GERAKAN INDONESIA RAYA,6,4X6 Hj. Fatmawati.jpg,Perempuan,3
200384,INGRID DIANA SETIAWATY,JAKARTA SELATAN,PARTAI DEMOKRAT,6,06-INGRID DIANA SETIAWATY-croped.jpg,Perempuan,3
269910,ZULHUJJAIN AL ADYAN RANGKUTI,TANGERANG,Partai Persatuan pembangunan,6,IMG_20180717_0002.jpg,Laki-Laki,3
292495,"TAUFIKQURRAHMAN, SE.",KOTA MEDAN,Partai Bulan Bintang,6,SKCK TAUFIQ.jpg,Laki-Laki,3
301164,JUNAIDI SIBUEA,JAKARTA BARAT,PARTAI BERKARYA,6,Capture.JPG,Laki-Laki,3
302462,NAHDATUR RAHMAH,KOTA MEDAN,PARTAI AMANAT NASIONAL,6,FOTO NAHDATUR.jpeg,Perempuan,3
302770,DRA. SITI NURRACHMI,JAKARTA TIMUR,Partai Hati Nurani Rakyat,6,13_6.jpg,Perempuan,3
20691,Ir. JANVIAR PAULUS SARAGIH,JAKARTA TIMUR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,JANVIAR PAULUS.jpg,Laki-Laki,3
21191,"DAHRIL ASMY, S.T",SERDANG BEDAGAI,Partai Kebangkitan Bangsa,7,E_Pas Photo 4x6_Dahril Asmy_SUMUT 1.jpg,Laki-Laki,3
50212,EFFENDI SIMAMORA,KOTA BANDUNG,Partai Solidaritas Indonesia,7,FOTO.jpg,Laki-Laki,3
74446,"Drs. PARLINDUNGAN, SE,.MM",KOTA BEKASI,Persatuan Indonesia,7,PARLINDUNGAN 4X6.jpg,Laki-Laki,3
77307,"Ir. MUHAMMAD AZHARI, MH",KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,7,FOTO_20180711_0001.jpg,Laki-Laki,3
97579,DRS. ERISAL ZUHERDIS,KOTA MEDAN,PARTAI AMANAT NASIONAL,7,foto Erisal Zuherdis.jpg,Laki-Laki,3
119199,Ir. AGUS PETRUS SIMORANGKIR,KOTA TANGERANG SELATAN,Partai NasDem,7,Foto.jpg,Laki-Laki,3
175094,"CAMELLIA PANDUWINATA LUBIS, S.E., M.I.Kom",JAKARTA BARAT,Partai Golongan Karya,7,pass foto.jpg,Perempuan,3
187598,"ISMAINI, SE",KOTA MEDAN,Partai Hati Nurani Rakyat,7,ISMAINI S.E.PNG,Perempuan,3
220035,"DESSY YUSVIKA YUSDARTONO, S.KOM",KOTA MEDAN,Partai Keadilan Sejahtera,7,FOTO_DESSY YUSVIKA_SUMUT1.jpg,Perempuan,3
250189,Drs. H. ZAINAL ARIFIN,KOTA MEDAN,PARTAI BERKARYA,7,Capture.JPG,Laki-Laki,3
255349,ARIF RAHMANSYAH MARBUN,DELI SERDANG,PARTAI DEMOKRAT,7,07-ARIF RAHMANSYAH MARBUN-croped.jpg,Laki-Laki,3
281214,"HJ. ENDANG TRISNAWATI,SE",KOTA MEDAN,Partai Persatuan pembangunan,7,Fhoto.jpg,Perempuan,3
51911,Ir. H. IZFAN,JAKARTA SELATAN,Partai Keadilan Sejahtera,8,SUMUT1_IZFAN.jpg,Laki-Laki,3
97925,OKY IRAWAN,KOTA MEDAN,PARTAI AMANAT NASIONAL,8,PHOT OKY IRAWAN.jpeg,Laki-Laki,3
114803,"RUSLIM ROHIMUN, SE",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,8,FOTO_20180711_0001.jpg,Laki-Laki,3
123460,"AMIN,SH,MH",JAKARTA UTARA,Partai NasDem,8,"Amin, SH., MH.jpg",Laki-Laki,3
147530,"HENDRIK H SITOMPUL, Drs. MM",KOTA MEDAN,PARTAI DEMOKRAT,8,"08-HENDRIK H SITOMPUL, Drs. MM.jpg",Laki-Laki,3
160988,SYLVIA RAHMAH LUBIS,KOTA MEDAN,Partai Solidaritas Indonesia,8,FOTO.jpg,Perempuan,3
173386,"RUDDIN AKBAR LUBIS, S.H., M.H.",JAKARTA PUSAT,Partai Golongan Karya,8,RUDDIN AKBAR LUBIS_3171060258680079_PASFOTO4X6.jpeg,Laki-Laki,3
198676,"THE JENNY, S.E.",JAKARTA BARAT,Persatuan Indonesia,8,JENNY.jpg,Perempuan,3
214624,"Dr. ZAKARIA LUBIS, S.Fil.I, MA.Hum",KOTA MEDAN,Partai Kebangkitan Bangsa,8,E_PAS PHOTO 4X6_ZAKARIA LUBIS_SUMUT 1.jpg,Laki-Laki,3
265321,APRILIA RATNANINGSIH,JAKARTA BARAT,PARTAI DEMOKRASI INDONESIA PERJUANGAN,8,FOTO.jpg,Perempuan,3
272133,JULI SUSANTI,KOTA MEDAN,Partai Persatuan pembangunan,8,Fhoto.jpg,Perempuan,3
302336,YANNI,KOTA MEDAN,PARTAI BERKARYA,8,1.JPG,Perempuan,3
302752,ARI KUSUMADI SUSILA,KOTA TANGERANG,Partai Hati Nurani Rakyat,8,13_8.jpg,Laki-Laki,3
20510,RIO SAHALA SIAGIAN,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,9,RIO SAHALA.jpg,Laki-Laki,3
22673,"RINA YUGO KASNI, S,Pd, S.E, M.M",KOTA MEDAN,Partai Kebangkitan Bangsa,9,E_PAS PHOTO 4X6_RINA YUGO KASNI_SUMUT 1.jpg,Perempuan,3
58943,AHMAD FITRIADI MUNAR,KOTA MEDAN,Partai Solidaritas Indonesia,9,foto.JPG,Laki-Laki,3
76366,"SYAHRIANTO, SH",SERDANG BEDAGAI,Persatuan Indonesia,9,SYAHRIANT OK.jpg,Laki-Laki,3
121006,TITI LESTARI ZEBUA,KOTA GUNUNGSITOLI,Partai NasDem,9,titi-lestari-zebua.jpg,Perempuan,3
137382,"MAHARANI SITI SHOPIA, SH., MH",JAKARTA BARAT,PARTAI GERAKAN INDONESIA RAYA,9,4x6 maharani.jpg,Perempuan,3
138595,"FAQIH HAKIM HASIBUAN, S.Pd., M.Pd",DELI SERDANG,Partai Keadilan Sejahtera,9,Faqih Hakim Hasibuan.jpg,Laki-Laki,3
176642,RAMLAN,KOTA DEPOK,PARTAI BERKARYA,9,FOTO.JPG,Laki-Laki,3
232971,"ROBINSAR SINAGA, S.E.",JAKARTA BARAT,Partai Golongan Karya,9,FOTO.jpg,Laki-Laki,3
242611,MAHENDRA APRIYANTO,JAKARTA PUSAT,Partai Persatuan pembangunan,9,Fhoto.jpg,Laki-Laki,3
255447,MERDINA INDRIATI,BOGOR,PARTAI DEMOKRAT,9,FOTO MERDINA.jpeg,Perempuan,3
302468,"MEILY WARDHANI, DRA",KOTA MEDAN,PARTAI AMANAT NASIONAL,9,1.jpg,Perempuan,3
302774,SAKINAH,JAKARTA TIMUR,Partai Hati Nurani Rakyat,9,13_9.jpg,Perempuan,3
19115,"BALTASAR TARIGAN, S.E.",KOTA BEKASI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,10,BALTASAR TARIGAN.jpg,Laki-Laki,3
98083,"LENI INDRIA SARI, SH",KOTA BOGOR,PARTAI AMANAT NASIONAL,10,LENI INDRIASARI.jpg,Perempuan,3
105007,H. KHAIRUL IMAM,KOTA MEDAN,Partai Persatuan pembangunan,10,fhoto khairul imam.jpg,Laki-Laki,3
117357,DRS. V.E. SIMANJUNTAK,JAKARTA SELATAN,Partai NasDem,10,Pas Foto.jpg,Laki-Laki,3
124770,DELLY MAHFUZAR,KOTA BINJAI,Partai Kebangkitan Bangsa,10,E-foto 4x6_DELLY MAHFUZAR_SUMUT 1.JPG,Laki-Laki,3
134614,"D. SURES KUMAR, S.Ag., MSi",JAKARTA SELATAN,Partai Hati Nurani Rakyat,10,D. SURES KUMAR S.Ag M.Si.PNG,Laki-Laki,3
146107,Drs. H. AMIRUDDIN,KOTA MEDAN,PARTAI DEMOKRAT,10,10-DRS H AMIRUDDIN.jpg,Laki-Laki,3
209738,PRIA SANTRI BERINGIN,KOTA MEDAN,Partai Solidaritas Indonesia,10,FOTO.jpg,Laki-Laki,3
210083,BOY BAKAMARO GINTING MUNTHE,KOTA BEKASI,Persatuan Indonesia,10,BOY BAKAMARO.jpg,Laki-Laki,3
283248,HADIATY MAHALINDA,JAKARTA SELATAN,Partai Golongan Karya,10,HADIATY MAHALINDA_3174010259920010_PASFOTO 4x6.JPG,Perempuan,3
294146,"EMIL M IBRAHIM, SH., MBA",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,10,foto_Page_1.jpg,Laki-Laki,3
1914,"TRIMEDYA PANJAITAN, S.H., M.H.",JAKARTA PUSAT,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,TRIMEDYA PANJAITAN.jpg,Laki-Laki,4
13749,ZINDAR KAR MARBUN,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,1,ZIDAR K M FOTO.JPG,Laki-Laki,4
22945,MARWAN DASOPANG,DELI SERDANG,Partai Kebangkitan Bangsa,1,E_POTO WARNA_MARWAN DASOPANG_SUMUT 2.jpg,Laki-Laki,4
38543,"MARTIN MANURUNG, SE, MA.",JAKARTA TIMUR,Partai NasDem,1,Pass Foto.jpeg,Laki-Laki,4
38779,"Dr. SALEH PARTAONAN DAULAY, M.Ag., M.Hum, MA.",KOTA TANGERANG SELATAN,PARTAI AMANAT NASIONAL,1,PAS FOTO 4X6 DR.SALEH PARTAONANDAULAY.jpg,Laki-Laki,4
42371,"Drs. ARMYN GULTOM, M.Si",JAKARTA SELATAN,Persatuan Indonesia,1,ARMYN.jpg,Laki-Laki,4
52777,H. ISKAN QOLBA LUBIS,KOTA BEKASI,Partai Keadilan Sejahtera,1,SUMUT 2 _ISKAN QOLBA LUBIS.jpg,Laki-Laki,4
92094,"Prof. ZAINAL ARIFIN HASIBUAN, Ph.D",JAKARTA TIMUR,PARTAI BERKARYA,1,ZAINAL_ARIFIN.JPG,Laki-Laki,4
119338,H. HERRY LONTUNG SIREGAR,KOTA MEDAN,Partai Hati Nurani Rakyat,1,H. HERRY LUNTONG SIREGAR.PNG,Laki-Laki,4
122317,"H. GUS IRAWAN PASARIBU, SE., Ak., MM., CA",KOTA MEDAN,PARTAI GERAKAN INDONESIA RAYA,1,4x6.jpg,Laki-Laki,4
152467,"Drh. JHONNI ALLEN MARBUN, MM",KOTA BOGOR,PARTAI DEMOKRAT,1,"01-Drh Jhonni Allen Marbun, MM-jas hitam.jpg",Laki-Laki,4
159522,"RAMBE KAMARUL ZAMAN, M.Sc.,M.M.",JAKARTA SELATAN,Partai Golongan Karya,1,PAS FOTO GOLKAR.JPG,Laki-Laki,4
164149,ANDRIES SIBARANI,JAKARTA SELATAN,Partai Solidaritas Indonesia,1,FOTO.JPG,Laki-Laki,4
175200,"ADRIAN  AZHARI AKBAR HARAHAP, ST",KOTA MEDAN,Partai Persatuan pembangunan,1,Fhoto.jpg,Laki-Laki,4
244505,"MUDASIR, A.Md.kep",MURUNG RAYA,Partai Gerakan Perubahan Indonesia,1,,Laki-Laki,4
292094,Dr. Ir. MAHRIZAL MASRI,KOTA MEDAN,Partai Bulan Bintang,1,FOTO MAHRIZAL.jpg,Laki-Laki,4
29347,ANDRI ISMAIL PUTRA NASUTION,KOTA MEDAN,Partai Kebangkitan Bangsa,2,E-POTO_ANDRI ISMAIL PUITA NASUTION_SUMUT2.jpeg,Laki-Laki,4
31191,"SABANUDIN HULU, S.E",JAKARTA TIMUR,Partai Solidaritas Indonesia,2,Pas Foto (9).jpg,Laki-Laki,4
44603,"FRANSEN G. SIAHAAN, SE.,MM",JAKARTA TIMUR,Persatuan Indonesia,2,FRANSEN SIAHAAN 001.jpg,Laki-Laki,4
51351,"DERMAWATI HAREFA, SH",JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,2,11. Pasfoto merah (warna) baru.jpg,Perempuan,4
59556,"SUASANA DACHI, S.H",KOTA MEDAN,Partai NasDem,2,Pas Foto.jpg,Laki-Laki,4
70428,"EDISON MANURUNG, SH, MM",KOTA BEKASI,Partai Hati Nurani Rakyat,2,"EDISON MANURUNG S.H, M.M.PNG",Laki-Laki,4
84484,"Ir. BARNABAS YUSUF HURA, MM.",KOTA TANGERANG SELATAN,PARTAI AMANAT NASIONAL,2,DSC_0447 ok  original.jpg,Laki-Laki,4
92146,SIHAR P.H SITORUS,KOTA MEDAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,SIHAR SITORUS.jpg,Laki-Laki,4
93639,"RIMSO MARULI SINAGA, SH, MH",KOTA MEDAN,PARTAI BERKARYA,2,RIMSO_MARULI_SINAGA.JPG,Laki-Laki,4
151202,H. MUHAMMAD HARIS,KOTA TANGERANG SELATAN,PARTAI DEMOKRAT,2,02-H. MUHAMMAD HARIS-croped.jpg,Laki-Laki,4
165357,"SILVIA RISNAWATI SIREGAR, A.Md",JAKARTA TIMUR,Partai Gerakan Perubahan Indonesia,2,FOTO.png,Perempuan,4
180734,LAMHOT SINAGA,KOTA DEPOK,Partai Golongan Karya,2,LAMHOTSINAGA__3276040324990001_PASFOTO 4X6.jpg,Laki-Laki,4
213897,LENTY SIANIPAR,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,2,LENTY S FOTO.jpg,Perempuan,4
220936,"HJ. NURAZIZAH TAMBUNAN, SS",KOTA MEDAN,Partai Keadilan Sejahtera,2,Bu Nurazizah 4x6.jpg,Perempuan,4
223143,IR. DORIANGAT PAKPAHAN,BOGOR,Partai Bulan Bintang,2,15 copy.jpg,Perempuan,4
243116,M.RAJAB INDRA HAKIM HASIBUAN,JAKARTA TIMUR,Partai Persatuan pembangunan,2,Fhoto.jpg,Laki-Laki,4
26042,"EPRI WAHDIYAH NASUTION, S.Ag",BEKASI,Partai Kebangkitan Bangsa,3,E-POTO_EPRI WAHDIYAH NASUTION_SUMUT2.jpg,Perempuan,4
117389,DELMERIA,JAKARTA SELATAN,Partai NasDem,3,Pass Foto.jpeg,Perempuan,4
164839,CHAIRIKA NASUTION,DELI SERDANG,Partai Solidaritas Indonesia,3,FOTO.JPG,Perempuan,4
180663,"Dr.drg. REGINA TETTY MARY, M.Sc.",JAKARTA TIMUR,Partai Golongan Karya,3,REGINA TETTY MARY HUTAPEA_317506 026109 0005_PASFOTO 4X6.jpeg,Perempuan,4
190306,"SABAR SITANGGANG, M.Si",JAKARTA TIMUR,Partai Bulan Bintang,3,SKCK SABAR.jpg,Laki-Laki,4
203413,"TUTY ANA, SE",JAKARTA BARAT,Persatuan Indonesia,3,TUTY ANA.jpg,Perempuan,4
